OrderItemID,OrderID,MenuItemID,Quantity,PriceEach,LineTotal
1699,689,1,1,3.0,3.0
1700,689,4,1,5.25,5.25
1701,689,3,1,4.25,4.25
1702,689,5,1,4.0,4.0
1703,690,1,1,3.0,3.0
1704,690,8,1,6.5,6.5
1705,691,2,1,4.5,4.5
1706,691,7,1,3.25,3.25
1707,691,6,1,2.75,2.75
1708,692,2,1,4.5,4.5
1709,692,10,1,4.75,4.75
1710,693,2,1,4.5,4.5
1711,693,4,1,5.25,5.25
1712,693,10,1,4.75,4.75
1713,693,2,1,4.5,4.5
1714,694,7,1,3.25,3.25
1715,694,4,1,5.25,5.25
1716,695,8,1,6.5,6.5
1717,695,7,1,3.25,3.25
1718,695,5,1,4.0,4.0
1719,696,6,1,2.75,2.75
1720,697,8,1,6.5,6.5
1721,697,6,1,2.75,2.75
1722,697,5,1,4.0,4.0
1723,698,4,1,5.25,5.25
1724,699,2,1,4.5,4.5
1725,699,9,1,7.0,7.0
1726,699,4,1,5.25,5.25
1727,700,5,1,4.0,4.0
1728,700,2,1,4.5,4.5
1729,700,4,1,5.25,5.25
1730,701,2,1,4.5,4.5
1731,701,8,1,6.5,6.5
1732,701,8,1,6.5,6.5
1733,702,3,1,4.25,4.25
1734,703,7,1,3.25,3.25
1735,703,10,1,4.75,4.75
1736,703,9,1,7.0,7.0
1737,704,3,1,4.25,4.25
1738,705,7,1,3.25,3.25
1739,706,2,1,4.5,4.5
1740,707,6,1,2.75,2.75
1741,707,8,1,6.5,6.5
1742,707,8,1,6.5,6.5
1743,707,3,1,4.25,4.25
1744,708,4,1,5.25,5.25
1745,708,2,1,4.5,4.5
1746,708,7,1,3.25,3.25
1747,709,1,1,3.0,3.0
1748,709,1,1,3.0,3.0
1749,710,4,1,5.25,5.25
1750,710,5,1,4.0,4.0
1751,710,3,1,4.25,4.25
1752,710,1,1,3.0,3.0
1753,711,2,1,4.5,4.5
1754,711,6,1,2.75,2.75
1755,712,8,1,6.5,6.5
1756,712,8,1,6.5,6.5
1757,712,2,1,4.5,4.5
1758,712,4,1,5.25,5.25
1759,713,7,1,3.25,3.25
1760,713,3,1,4.25,4.25
1761,713,7,1,3.25,3.25
1762,713,4,1,5.25,5.25
1763,714,3,1,4.25,4.25
1764,714,7,1,3.25,3.25
1765,714,3,1,4.25,4.25
1766,714,1,1,3.0,3.0
1767,715,6,1,2.75,2.75
1768,715,10,1,4.75,4.75
1769,716,3,1,4.25,4.25
1770,716,6,1,2.75,2.75
1771,716,7,1,3.25,3.25
1772,716,4,1,5.25,5.25
1773,717,2,1,4.5,4.5
1774,718,8,1,6.5,6.5
1775,718,6,1,2.75,2.75
1776,719,5,1,4.0,4.0
1777,720,6,1,2.75,2.75
1778,720,3,1,4.25,4.25
1779,720,9,1,7.0,7.0
1780,720,1,1,3.0,3.0
1781,721,6,1,2.75,2.75
1782,721,8,1,6.5,6.5
1783,721,3,1,4.25,4.25
1784,721,2,1,4.5,4.5
1785,722,5,1,4.0,4.0
1786,722,2,1,4.5,4.5
1787,723,6,1,2.75,2.75
1788,723,7,1,3.25,3.25
1789,723,5,1,4.0,4.0
1790,724,7,1,3.25,3.25
1791,724,3,1,4.25,4.25
1792,724,6,1,2.75,2.75
1793,725,4,1,5.25,5.25
1794,726,8,1,6.5,6.5
1795,727,2,1,4.5,4.5
1796,727,8,1,6.5,6.5
1797,727,1,1,3.0,3.0
1798,727,8,1,6.5,6.5
1799,728,3,1,4.25,4.25
1800,729,3,1,4.25,4.25
1801,729,3,1,4.25,4.25
1802,729,9,1,7.0,7.0
1803,730,7,1,3.25,3.25
1804,730,2,1,4.5,4.5
1805,731,1,1,3.0,3.0
1806,731,5,1,4.0,4.0
1807,731,2,1,4.5,4.5
1808,732,3,1,4.25,4.25
1809,732,1,1,3.0,3.0
1810,732,2,1,4.5,4.5
1811,733,5,1,4.0,4.0
1812,733,10,1,4.75,4.75
1813,733,1,1,3.0,3.0
1814,733,6,1,2.75,2.75
1815,734,10,1,4.75,4.75
1816,734,3,1,4.25,4.25
1817,734,4,1,5.25,5.25
1818,735,2,1,4.5,4.5
1819,736,5,1,4.0,4.0
1820,736,3,1,4.25,4.25
1821,736,4,1,5.25,5.25
1822,736,7,1,3.25,3.25
1823,737,7,1,3.25,3.25
1824,737,5,1,4.0,4.0
1825,737,3,1,4.25,4.25
1826,737,2,1,4.5,4.5
1827,738,2,1,4.5,4.5
1828,738,6,1,2.75,2.75
1829,738,9,1,7.0,7.0
1830,739,7,1,3.25,3.25
1831,740,1,1,3.0,3.0
1832,741,8,1,6.5,6.5
1833,741,9,1,7.0,7.0
1834,742,8,1,6.5,6.5
1835,742,7,1,3.25,3.25
1836,742,2,1,4.5,4.5
1837,743,5,1,4.0,4.0
1838,743,4,1,5.25,5.25
1839,744,1,1,3.0,3.0
1840,745,2,1,4.5,4.5
1841,745,8,1,6.5,6.5
1842,745,10,1,4.75,4.75
1843,745,5,1,4.0,4.0
1844,746,2,1,4.5,4.5
1845,747,7,1,3.25,3.25
1846,747,1,1,3.0,3.0
1847,748,10,1,4.75,4.75
1848,748,5,1,4.0,4.0
1849,748,6,1,2.75,2.75
1850,748,3,1,4.25,4.25
1851,749,7,1,3.25,3.25
1852,750,8,1,6.5,6.5
1853,750,7,1,3.25,3.25
1854,750,10,1,4.75,4.75
1855,750,8,1,6.5,6.5
1856,751,2,1,4.5,4.5
1857,751,3,1,4.25,4.25
1858,751,3,1,4.25,4.25
1859,752,1,1,3.0,3.0
1860,752,4,1,5.25,5.25
1861,753,5,1,4.0,4.0
1862,754,2,1,4.5,4.5
1863,755,4,1,5.25,5.25
1864,755,5,1,4.0,4.0
1865,756,2,1,4.5,4.5
1866,757,10,1,4.75,4.75
1867,757,10,1,4.75,4.75
1868,757,9,1,7.0,7.0
1869,757,5,1,4.0,4.0
1870,758,4,1,5.25,5.25
1871,758,1,1,3.0,3.0
1872,758,9,1,7.0,7.0
1873,758,1,1,3.0,3.0
1874,759,2,1,4.5,4.5
1875,759,8,1,6.5,6.5
1876,759,10,1,4.75,4.75
1877,759,6,1,2.75,2.75
1878,760,5,1,4.0,4.0
1879,760,4,1,5.25,5.25
1880,761,10,1,4.75,4.75
1881,761,6,1,2.75,2.75
1882,762,7,1,3.25,3.25
1883,762,7,1,3.25,3.25
1884,762,6,1,2.75,2.75
1885,763,2,1,4.5,4.5
1886,763,8,1,6.5,6.5
1887,763,3,1,4.25,4.25
1888,764,7,1,3.25,3.25
1889,765,1,1,3.0,3.0
1890,766,9,1,7.0,7.0
1891,766,1,1,3.0,3.0
1892,767,2,1,4.5,4.5
1893,767,9,1,7.0,7.0
1894,768,1,1,3.0,3.0
1895,768,9,1,7.0,7.0
1896,768,5,1,4.0,4.0
1897,769,8,1,6.5,6.5
1898,770,9,1,7.0,7.0
1899,771,6,1,2.75,2.75
1900,771,3,1,4.25,4.25
1901,772,6,1,2.75,2.75
1902,772,6,1,2.75,2.75
1903,773,1,1,3.0,3.0
1904,773,4,1,5.25,5.25
1905,773,8,1,6.5,6.5
1906,773,6,1,2.75,2.75
1907,774,6,1,2.75,2.75
1908,774,7,1,3.25,3.25
1909,774,6,1,2.75,2.75
1910,775,4,1,5.25,5.25
1911,775,3,1,4.25,4.25
1912,775,7,1,3.25,3.25
1913,775,7,1,3.25,3.25
1914,776,3,1,4.25,4.25
1915,776,1,1,3.0,3.0
1916,776,9,1,7.0,7.0
1917,776,2,1,4.5,4.5
1918,777,7,1,3.25,3.25
1919,777,1,1,3.0,3.0
1920,778,9,1,7.0,7.0
1921,779,6,1,2.75,2.75
1922,779,1,1,3.0,3.0
1923,779,5,1,4.0,4.0
1924,780,4,1,5.25,5.25
1925,780,9,1,7.0,7.0
1926,780,10,1,4.75,4.75
1927,780,10,1,4.75,4.75
1928,781,4,1,5.25,5.25
1929,781,5,1,4.0,4.0
1930,781,2,1,4.5,4.5
1931,781,1,1,3.0,3.0
1932,782,4,1,5.25,5.25
1933,782,2,1,4.5,4.5
1934,782,9,1,7.0,7.0
1935,783,9,1,7.0,7.0
1936,784,9,1,7.0,7.0
1937,784,2,1,4.5,4.5
1938,784,1,1,3.0,3.0
1939,784,6,1,2.75,2.75
1940,785,1,1,3.0,3.0
1941,786,6,1,2.75,2.75
1942,786,4,1,5.25,5.25
1943,786,10,1,4.75,4.75
1944,786,10,1,4.75,4.75
1945,787,9,1,7.0,7.0
1946,787,4,1,5.25,5.25
1947,787,2,1,4.5,4.5
1948,787,6,1,2.75,2.75
1949,788,2,1,4.5,4.5
1950,788,3,1,4.25,4.25
1951,788,7,1,3.25,3.25
1952,788,7,1,3.25,3.25
1953,789,9,1,7.0,7.0
1954,789,7,1,3.25,3.25
1955,789,10,1,4.75,4.75
1956,790,7,1,3.25,3.25
1957,790,8,1,6.5,6.5
1958,790,8,1,6.5,6.5
1959,790,7,1,3.25,3.25
1960,791,9,1,7.0,7.0
1961,791,9,1,7.0,7.0
1962,792,1,1,3.0,3.0
1963,792,3,1,4.25,4.25
1964,792,9,1,7.0,7.0
1965,792,6,1,2.75,2.75
1966,793,6,1,2.75,2.75
1967,794,6,1,2.75,2.75
1968,795,1,1,3.0,3.0
1969,795,3,1,4.25,4.25
1970,795,3,1,4.25,4.25
1971,795,10,1,4.75,4.75
1972,796,1,1,3.0,3.0
1973,796,2,1,4.5,4.5
1974,796,9,1,7.0,7.0
1975,796,6,1,2.75,2.75
1976,797,10,1,4.75,4.75
1977,797,8,1,6.5,6.5
1978,797,6,1,2.75,2.75
1979,798,9,1,7.0,7.0
1980,798,8,1,6.5,6.5
1981,799,7,1,3.25,3.25
1982,799,4,1,5.25,5.25
1983,799,7,1,3.25,3.25
1984,799,6,1,2.75,2.75
1985,800,2,1,4.5,4.5
1986,800,3,1,4.25,4.25
1987,800,1,1,3.0,3.0
1988,801,9,1,7.0,7.0
1989,802,8,1,6.5,6.5
1990,802,9,1,7.0,7.0
1991,803,4,1,5.25,5.25
1992,803,4,1,5.25,5.25
1993,803,10,1,4.75,4.75
1994,804,10,1,4.75,4.75
1995,804,1,1,3.0,3.0
1996,804,8,1,6.5,6.5
1997,804,1,1,3.0,3.0
1998,805,9,1,7.0,7.0
1999,806,2,1,4.5,4.5
2000,807,5,1,4.0,4.0
2001,807,7,1,3.25,3.25
2002,808,1,1,3.0,3.0
2003,808,1,1,3.0,3.0
2004,809,7,1,3.25,3.25
2005,809,6,1,2.75,2.75
2006,810,5,1,4.0,4.0
2007,811,8,1,6.5,6.5
2008,812,9,1,7.0,7.0
2009,812,3,1,4.25,4.25
2010,813,9,1,7.0,7.0
2011,814,8,1,6.5,6.5
2012,815,1,1,3.0,3.0
2013,816,6,1,2.75,2.75
2014,816,4,1,5.25,5.25
2015,816,10,1,4.75,4.75
2016,816,9,1,7.0,7.0
2017,817,2,1,4.5,4.5
2018,817,7,1,3.25,3.25
2019,817,2,1,4.5,4.5
2020,818,6,1,2.75,2.75
2021,818,5,1,4.0,4.0
2022,818,8,1,6.5,6.5
2023,819,4,1,5.25,5.25
2024,819,8,1,6.5,6.5
2025,819,10,1,4.75,4.75
2026,820,10,1,4.75,4.75
2027,821,9,1,7.0,7.0
2028,821,8,1,6.5,6.5
2029,821,7,1,3.25,3.25
2030,821,9,1,7.0,7.0
2031,822,8,1,6.5,6.5
2032,823,7,1,3.25,3.25
2033,823,3,1,4.25,4.25
2034,823,1,1,3.0,3.0
2035,824,1,1,3.0,3.0
2036,824,4,1,5.25,5.25
2037,824,1,1,3.0,3.0
2038,824,5,1,4.0,4.0
2039,825,10,1,4.75,4.75
2040,826,8,1,6.5,6.5
2041,826,6,1,2.75,2.75
2042,827,5,1,4.0,4.0
2043,828,10,1,4.75,4.75
2044,829,10,1,4.75,4.75
2045,829,4,1,5.25,5.25
2046,829,9,1,7.0,7.0
2047,830,9,1,7.0,7.0
2048,830,8,1,6.5,6.5
2049,830,1,1,3.0,3.0
2050,831,7,1,3.25,3.25
2051,831,7,1,3.25,3.25
2052,831,5,1,4.0,4.0
2053,832,1,1,3.0,3.0
2054,832,5,1,4.0,4.0
2055,833,7,1,3.25,3.25
2056,834,4,1,5.25,5.25
2057,835,2,1,4.5,4.5
2058,836,5,1,4.0,4.0
2059,836,4,1,5.25,5.25
2060,836,2,1,4.5,4.5
2061,837,9,1,7.0,7.0
2062,837,4,1,5.25,5.25
2063,837,2,1,4.5,4.5
2064,838,8,1,6.5,6.5
2065,839,7,1,3.25,3.25
2066,840,8,1,6.5,6.5
2067,841,2,1,4.5,4.5
2068,842,7,1,3.25,3.25
2069,842,7,1,3.25,3.25
2070,842,2,1,4.5,4.5
2071,843,7,1,3.25,3.25
2072,843,8,1,6.5,6.5
2073,843,7,1,3.25,3.25
2074,843,10,1,4.75,4.75
2075,844,10,1,4.75,4.75
2076,844,4,1,5.25,5.25
2077,844,2,1,4.5,4.5
2078,845,10,1,4.75,4.75
2079,845,3,1,4.25,4.25
2080,846,8,1,6.5,6.5
2081,846,10,1,4.75,4.75
2082,846,8,1,6.5,6.5
2083,846,3,1,4.25,4.25
2084,847,10,1,4.75,4.75
2085,847,9,1,7.0,7.0
2086,847,3,1,4.25,4.25
2087,848,1,1,3.0,3.0
2088,848,4,1,5.25,5.25
2089,849,2,1,4.5,4.5
2090,849,6,1,2.75,2.75
2091,850,10,1,4.75,4.75
2092,850,5,1,4.0,4.0
2093,850,7,1,3.25,3.25
2094,851,8,1,6.5,6.5
2095,851,10,1,4.75,4.75
2096,852,3,1,4.25,4.25
2097,852,1,1,3.0,3.0
2098,852,6,1,2.75,2.75
2099,852,1,1,3.0,3.0
2100,853,1,1,3.0,3.0
2101,854,5,1,4.0,4.0
2102,854,3,1,4.25,4.25
2103,855,5,1,4.0,4.0
2104,855,2,1,4.5,4.5
2105,856,6,1,2.75,2.75
2106,857,9,1,7.0,7.0
2107,857,10,1,4.75,4.75
2108,858,3,1,4.25,4.25
2109,858,4,1,5.25,5.25
2110,859,10,1,4.75,4.75
2111,859,7,1,3.25,3.25
2112,859,4,1,5.25,5.25
2113,860,3,1,4.25,4.25
2114,860,6,1,2.75,2.75
2115,860,4,1,5.25,5.25
2116,861,4,1,5.25,5.25
2117,861,2,1,4.5,4.5
2118,861,8,1,6.5,6.5
2119,861,10,1,4.75,4.75
2120,862,8,1,6.5,6.5
2121,862,9,1,7.0,7.0
2122,862,8,1,6.5,6.5
2123,863,8,1,6.5,6.5
2124,863,5,1,4.0,4.0
2125,863,10,1,4.75,4.75
2126,863,7,1,3.25,3.25
2127,864,4,1,5.25,5.25
2128,864,4,1,5.25,5.25
2129,865,10,1,4.75,4.75
2130,865,3,1,4.25,4.25
2131,865,6,1,2.75,2.75
2132,865,5,1,4.0,4.0
2133,866,8,1,6.5,6.5
2134,866,9,1,7.0,7.0
2135,866,6,1,2.75,2.75
2136,867,6,1,2.75,2.75
2137,867,8,1,6.5,6.5
2138,867,6,1,2.75,2.75
2139,867,5,1,4.0,4.0
2140,868,5,1,4.0,4.0
2141,868,2,1,4.5,4.5
2142,869,4,1,5.25,5.25
2143,869,2,1,4.5,4.5
2144,869,2,1,4.5,4.5
2145,870,5,1,4.0,4.0
2146,870,4,1,5.25,5.25
2147,870,10,1,4.75,4.75
2148,871,5,1,4.0,4.0
2149,872,8,1,6.5,6.5
2150,873,4,1,5.25,5.25
2151,873,9,1,7.0,7.0
2152,873,10,1,4.75,4.75
2153,873,9,1,7.0,7.0
2154,874,2,1,4.5,4.5
2155,874,6,1,2.75,2.75
2156,874,4,1,5.25,5.25
2157,875,3,1,4.25,4.25
2158,875,10,1,4.75,4.75
2159,875,3,1,4.25,4.25
2160,876,6,1,2.75,2.75
2161,876,4,1,5.25,5.25
2162,876,7,1,3.25,3.25
2163,877,10,1,4.75,4.75
2164,877,1,1,3.0,3.0
2165,877,10,1,4.75,4.75
2166,878,7,1,3.25,3.25
2167,878,4,1,5.25,5.25
2168,878,7,1,3.25,3.25
2169,878,2,1,4.5,4.5
2170,879,2,1,4.5,4.5
2171,879,3,1,4.25,4.25
2172,879,2,1,4.5,4.5
2173,880,1,1,3.0,3.0
2174,880,3,1,4.25,4.25
2175,880,4,1,5.25,5.25
2176,880,2,1,4.5,4.5
2177,881,8,1,6.5,6.5
2178,882,6,1,2.75,2.75
2179,882,7,1,3.25,3.25
2180,883,8,1,6.5,6.5
2181,883,2,1,4.5,4.5
2182,883,7,1,3.25,3.25
2183,883,4,1,5.25,5.25
2184,884,3,1,4.25,4.25
2185,884,10,1,4.75,4.75
2186,884,10,1,4.75,4.75
2187,884,5,1,4.0,4.0
2188,885,4,1,5.25,5.25
2189,885,1,1,3.0,3.0
2190,885,3,1,4.25,4.25
2191,886,10,1,4.75,4.75
2192,886,8,1,6.5,6.5
2193,886,8,1,6.5,6.5
2194,887,8,1,6.5,6.5
2195,887,6,1,2.75,2.75
2196,887,5,1,4.0,4.0
2197,888,3,1,4.25,4.25
2198,888,10,1,4.75,4.75
2199,888,2,1,4.5,4.5
2200,888,7,1,3.25,3.25
2201,889,2,1,4.5,4.5
2202,889,4,1,5.25,5.25
2203,889,8,1,6.5,6.5
2204,890,8,1,6.5,6.5
2205,890,3,1,4.25,4.25
2206,890,5,1,4.0,4.0
2207,890,4,1,5.25,5.25
2208,891,6,1,2.75,2.75
2209,891,7,1,3.25,3.25
2210,891,4,1,5.25,5.25
2211,891,7,1,3.25,3.25
2212,892,6,1,2.75,2.75
2213,892,8,1,6.5,6.5
2214,893,8,1,6.5,6.5
2215,893,3,1,4.25,4.25
2216,894,10,1,4.75,4.75
2217,895,2,1,4.5,4.5
2218,895,1,1,3.0,3.0
2219,896,9,1,7.0,7.0
2220,897,7,1,3.25,3.25
2221,898,4,1,5.25,5.25
2222,898,4,1,5.25,5.25
2223,898,6,1,2.75,2.75
2224,898,4,1,5.25,5.25
2225,899,1,1,3.0,3.0
2226,900,2,1,4.5,4.5
2227,900,3,1,4.25,4.25
2228,901,6,1,2.75,2.75
2229,902,2,1,4.5,4.5
2230,902,4,1,5.25,5.25
2231,902,4,1,5.25,5.25
2232,902,2,1,4.5,4.5
2233,903,6,1,2.75,2.75
2234,903,1,1,3.0,3.0
2235,903,7,1,3.25,3.25
2236,903,4,1,5.25,5.25
2237,904,2,1,4.5,4.5
2238,905,5,1,4.0,4.0
2239,905,2,1,4.5,4.5
2240,906,6,1,2.75,2.75
2241,906,3,1,4.25,4.25
2242,907,6,1,2.75,2.75
2243,908,9,1,7.0,7.0
2244,908,4,1,5.25,5.25
2245,908,9,1,7.0,7.0
2246,908,10,1,4.75,4.75
2247,909,5,1,4.0,4.0
2248,910,1,1,3.0,3.0
2249,911,3,1,4.25,4.25
2250,911,7,1,3.25,3.25
2251,912,6,1,2.75,2.75
2252,912,1,1,3.0,3.0
2253,912,9,1,7.0,7.0
2254,913,6,1,2.75,2.75
2255,913,6,1,2.75,2.75
2256,914,9,1,7.0,7.0
2257,914,6,1,2.75,2.75
2258,914,3,1,4.25,4.25
2259,914,8,1,6.5,6.5
2260,915,4,1,5.25,5.25
2261,916,9,1,7.0,7.0
2262,916,2,1,4.5,4.5
2263,917,4,1,5.25,5.25
2264,917,4,1,5.25,5.25
2265,918,5,1,4.0,4.0
2266,918,10,1,4.75,4.75
2267,918,8,1,6.5,6.5
2268,919,6,1,2.75,2.75
2269,920,7,1,3.25,3.25
2270,920,9,1,7.0,7.0
2271,920,10,1,4.75,4.75
2272,920,7,1,3.25,3.25
2273,921,10,1,4.75,4.75
2274,921,9,1,7.0,7.0
2275,921,3,1,4.25,4.25
2276,922,8,1,6.5,6.5
2277,922,5,1,4.0,4.0
2278,922,8,1,6.5,6.5
2279,922,5,1,4.0,4.0
2280,923,6,1,2.75,2.75
2281,924,4,1,5.25,5.25
2282,924,1,1,3.0,3.0
2283,925,6,1,2.75,2.75
2284,925,7,1,3.25,3.25
2285,925,8,1,6.5,6.5
2286,925,5,1,4.0,4.0
2287,926,10,1,4.75,4.75
2288,926,3,1,4.25,4.25
2289,926,4,1,5.25,5.25
2290,926,7,1,3.25,3.25
2291,927,1,1,3.0,3.0
2292,927,7,1,3.25,3.25
2293,927,7,1,3.25,3.25
2294,928,6,1,2.75,2.75
2295,929,5,1,4.0,4.0
2296,929,10,1,4.75,4.75
2297,930,10,1,4.75,4.75
2298,930,10,1,4.75,4.75
2299,931,7,1,3.25,3.25
2300,932,7,1,3.25,3.25
2301,932,3,1,4.25,4.25
2302,933,10,1,4.75,4.75
2303,933,5,1,4.0,4.0
2304,933,7,1,3.25,3.25
2305,933,2,1,4.5,4.5
2306,934,5,1,4.0,4.0
2307,934,4,1,5.25,5.25
2308,935,8,1,6.5,6.5
2309,935,1,1,3.0,3.0
2310,936,5,1,4.0,4.0
2311,936,7,1,3.25,3.25
2312,936,3,1,4.25,4.25
2313,936,3,1,4.25,4.25
2314,937,8,1,6.5,6.5
2315,938,3,1,4.25,4.25
2316,939,2,1,4.5,4.5
2317,939,5,1,4.0,4.0
2318,940,6,1,2.75,2.75
2319,941,2,1,4.5,4.5
2320,941,1,1,3.0,3.0
2321,941,1,1,3.0,3.0
2322,941,5,1,4.0,4.0
2323,942,4,1,5.25,5.25
2324,943,8,1,6.5,6.5
2325,943,6,1,2.75,2.75
2326,943,10,1,4.75,4.75
2327,943,7,1,3.25,3.25
2328,944,7,1,3.25,3.25
2329,944,10,1,4.75,4.75
2330,944,1,1,3.0,3.0
2331,944,6,1,2.75,2.75
2332,945,3,1,4.25,4.25
2333,945,1,1,3.0,3.0
2334,945,10,1,4.75,4.75
2335,945,2,1,4.5,4.5
2336,946,4,1,5.25,5.25
2337,946,1,1,3.0,3.0
2338,946,6,1,2.75,2.75
2339,946,1,1,3.0,3.0
2340,947,4,1,5.25,5.25
2341,947,10,1,4.75,4.75
2342,947,8,1,6.5,6.5
2343,947,7,1,3.25,3.25
2344,948,7,1,3.25,3.25
2345,949,3,1,4.25,4.25
2346,950,8,1,6.5,6.5
2347,950,2,1,4.5,4.5
2348,951,4,1,5.25,5.25
2349,951,3,1,4.25,4.25
2350,952,6,1,2.75,2.75
2351,952,7,1,3.25,3.25
2352,953,9,1,7.0,7.0
2353,953,8,1,6.5,6.5
2354,954,6,1,2.75,2.75
2355,955,4,1,5.25,5.25
2356,955,4,1,5.25,5.25
2357,955,5,1,4.0,4.0
2358,955,2,1,4.5,4.5
2359,956,10,1,4.75,4.75
2360,956,4,1,5.25,5.25
2361,956,2,1,4.5,4.5
2362,957,1,1,3.0,3.0
2363,957,10,1,4.75,4.75
2364,957,9,1,7.0,7.0
2365,958,3,1,4.25,4.25
2366,958,9,1,7.0,7.0
2367,958,10,1,4.75,4.75
2368,959,3,1,4.25,4.25
2369,959,5,1,4.0,4.0
2370,959,4,1,5.25,5.25
2371,960,10,1,4.75,4.75
2372,961,10,1,4.75,4.75
2373,961,8,1,6.5,6.5
2374,961,4,1,5.25,5.25
2375,962,6,1,2.75,2.75
2376,963,3,1,4.25,4.25
2377,964,9,1,7.0,7.0
2378,965,7,1,3.25,3.25
2379,965,7,1,3.25,3.25
2380,965,2,1,4.5,4.5
2381,966,9,1,7.0,7.0
2382,966,7,1,3.25,3.25
2383,967,8,1,6.5,6.5
2384,967,3,1,4.25,4.25
2385,967,10,1,4.75,4.75
2386,968,3,1,4.25,4.25
2387,968,4,1,5.25,5.25
2388,968,4,1,5.25,5.25
2389,969,10,1,4.75,4.75
2390,969,2,1,4.5,4.5
2391,969,3,1,4.25,4.25
2392,970,2,1,4.5,4.5
2393,971,9,1,7.0,7.0
2394,972,7,1,3.25,3.25
2395,972,4,1,5.25,5.25
2396,973,8,1,6.5,6.5
2397,974,1,1,3.0,3.0
2398,974,2,1,4.5,4.5
2399,974,2,1,4.5,4.5
2400,975,10,1,4.75,4.75
2401,976,10,1,4.75,4.75
2402,977,10,1,4.75,4.75
2403,977,3,1,4.25,4.25
2404,977,2,1,4.5,4.5
2405,978,1,1,3.0,3.0
2406,978,7,1,3.25,3.25
2407,978,9,1,7.0,7.0
2408,978,9,1,7.0,7.0
2409,979,4,1,5.25,5.25
2410,980,1,1,3.0,3.0
2411,980,9,1,7.0,7.0
2412,981,10,1,4.75,4.75
2413,981,4,1,5.25,5.25
2414,982,2,1,4.5,4.5
2415,983,1,1,3.0,3.0
2416,983,4,1,5.25,5.25
2417,983,5,1,4.0,4.0
2418,983,1,1,3.0,3.0
2419,984,10,1,4.75,4.75
2420,984,8,1,6.5,6.5
2421,985,2,1,4.5,4.5
2422,985,1,1,3.0,3.0
2423,986,4,1,5.25,5.25
2424,986,3,1,4.25,4.25
2425,986,10,1,4.75,4.75
2426,987,3,1,4.25,4.25
2427,987,10,1,4.75,4.75
2428,987,7,1,3.25,3.25
2429,988,3,1,4.25,4.25
2430,988,7,1,3.25,3.25
2431,988,8,1,6.5,6.5
2432,988,2,1,4.5,4.5
2433,989,2,1,4.5,4.5
2434,989,5,1,4.0,4.0
2435,990,10,1,4.75,4.75
2436,990,9,1,7.0,7.0
2437,990,10,1,4.75,4.75
2438,991,5,1,4.0,4.0
2439,992,6,1,2.75,2.75
2440,992,5,1,4.0,4.0
2441,992,3,1,4.25,4.25
2442,993,4,1,5.25,5.25
2443,993,7,1,3.25,3.25
2444,993,2,1,4.5,4.5
2445,993,2,1,4.5,4.5
2446,994,2,1,4.5,4.5
2447,994,9,1,7.0,7.0
2448,994,6,1,2.75,2.75
2449,994,10,1,4.75,4.75
2450,995,3,1,4.25,4.25
2451,996,10,1,4.75,4.75
2452,996,3,1,4.25,4.25
2453,996,5,1,4.0,4.0
2454,996,1,1,3.0,3.0
2455,997,1,1,3.0,3.0
2456,997,6,1,2.75,2.75
2457,997,4,1,5.25,5.25
2458,998,8,1,6.5,6.5
2459,998,6,1,2.75,2.75
2460,999,2,1,4.5,4.5
2461,999,5,1,4.0,4.0
2462,999,7,1,3.25,3.25
2463,1000,4,1,5.25,5.25
2464,1001,5,1,4.0,4.0
2465,1002,8,1,6.5,6.5
2466,1002,9,1,7.0,7.0
2467,1002,9,1,7.0,7.0
2468,1002,2,1,4.5,4.5
2469,1003,7,1,3.25,3.25
2470,1004,9,1,7.0,7.0
2471,1004,10,1,4.75,4.75
2472,1005,3,1,4.25,4.25
2473,1005,2,1,4.5,4.5
2474,1006,2,1,4.5,4.5
2475,1006,6,1,2.75,2.75
2476,1006,4,1,5.25,5.25
2477,1007,5,1,4.0,4.0
2478,1007,4,1,5.25,5.25
2479,1007,1,1,3.0,3.0
2480,1008,5,1,4.0,4.0
2481,1008,9,1,7.0,7.0
2482,1009,6,1,2.75,2.75
2483,1010,6,1,2.75,2.75
2484,1010,2,1,4.5,4.5
2485,1010,1,1,3.0,3.0
2486,1011,1,1,3.0,3.0
2487,1011,2,1,4.5,4.5
2488,1011,7,1,3.25,3.25
2489,1012,2,1,4.5,4.5
2490,1012,8,1,6.5,6.5
2491,1012,1,1,3.0,3.0
2492,1012,3,1,4.25,4.25
2493,1013,6,1,2.75,2.75
2494,1013,5,1,4.0,4.0
2495,1013,6,1,2.75,2.75
2496,1013,7,1,3.25,3.25
2497,1014,8,1,6.5,6.5
2498,1014,3,1,4.25,4.25
2499,1014,3,1,4.25,4.25
2500,1014,6,1,2.75,2.75
2501,1015,4,1,5.25,5.25
2502,1016,6,1,2.75,2.75
2503,1016,1,1,3.0,3.0
2504,1016,3,1,4.25,4.25
2505,1016,4,1,5.25,5.25
2506,1017,3,1,4.25,4.25
2507,1017,6,1,2.75,2.75
2508,1017,7,1,3.25,3.25
2509,1017,9,1,7.0,7.0
2510,1018,2,1,4.5,4.5
2511,1019,9,1,7.0,7.0
2512,1019,1,1,3.0,3.0
2513,1019,4,1,5.25,5.25
2514,1020,7,1,3.25,3.25
2515,1021,7,1,3.25,3.25
2516,1022,5,1,4.0,4.0
