OrderID,CustomerID,LocationID,PromoID,OrderDate,TotalAmount,PaymentType,OrderTime
978,349,1,NULL,2024-03-15,20.25,App,11:03:00
979,349,3,NULL,2024-03-27,5.25,Cash,13:29:00
980,349,3,NULL,2024-03-31,10,Card,07:03:00
981,349,2,NULL,2024-03-18,10,Card,14:55:00
982,349,1,1,2024-03-23,4.5,Card,11:27:00
983,350,2,NULL,2024-02-19,15.25,App,12:55:00
984,350,2,2,2024-03-12,11.25,App,13:39:00
985,350,2,1,2024-03-29,7.5,App,09:23:00
986,350,1,NULL,2024-02-14,14.25,Card,17:58:00
987,350,1,1,2024-03-15,12.25,App,15:47:00
988,350,3,1,2024-01-29,18.5,Cash,11:18:00
989,350,3,NULL,2024-02-15,8.5,Cash,08:26:00
990,350,3,NULL,2024-03-23,16.5,App,10:47:00
991,352,1,NULL,2024-03-23,4,App,14:38:00
992,354,2,NULL,2024-02-04,11,App,11:24:00
993,354,2,NULL,2024-02-19,17.5,Card,09:33:00
994,354,3,1,2024-02-15,19,App,08:42:00
995,354,3,NULL,2024-02-25,4.25,Cash,13:14:00
996,355,2,2,2024-02-04,16,App,12:59:00
997,356,1,2,2024-03-24,11,Card,14:40:00
998,356,3,2,2024-03-25,9.25,Cash,09:00:00
999,357,2,NULL,2024-02-22,11.75,App,13:07:00
1000,357,1,NULL,2024-02-26,5.25,App,10:10:00
1001,357,1,NULL,2024-02-05,4,App,12:40:00
1002,358,2,NULL,2024-02-23,25,App,08:14:00
1003,358,1,NULL,2024-03-13,3.25,App,07:43:00
1004,358,3,1,2024-03-28,11.75,App,12:56:00
1005,358,3,NULL,2024-02-25,8.75,Cash,12:56:00
1006,360,2,NULL,2024-03-08,12.5,Cash,12:25:00
1007,361,2,2,2024-03-01,12.25,Cash,16:35:00
1008,361,3,2,2024-03-31,11,App,12:47:00
1009,361,2,2,2024-02-26,2.75,App,12:50:00
1010,361,3,1,2024-02-25,10.25,Cash,12:14:00
1011,361,3,2,2024-03-12,10.75,Card,12:06:00
1012,361,1,NULL,2024-03-19,18.25,Card,13:55:00
1013,361,2,2,2024-03-27,12.75,Card,12:50:00
1014,361,3,NULL,2024-03-04,17.75,Cash,14:48:00
1015,361,1,NULL,2024-03-17,5.25,Cash,11:59:00
1016,361,1,2,2024-03-09,15.25,Card,17:06:00
1017,362,1,2,2024-02-28,17.25,Cash,17:10:00
1018,362,3,NULL,2024-03-22,4.5,Cash,12:29:00
1019,362,1,NULL,2024-03-25,15.25,Card,14:50:00
1020,362,3,2,2024-02-18,3.25,Cash,15:11:00
1021,362,2,2,2024-03-10,3.25,Cash,10:16:00
1022,362,3,NULL,2024-02-28,8.5,Card,08:21:00
1023,362,2,NULL,2024-03-28,23.25,App,09:31:00
1024,362,1,NULL,2024-03-16,8.75,Card,13:27:00
1025,362,1,NULL,2024-03-06,6.25,Cash,10:27:00
1026,363,2,1,2024-01-22,8,Cash,09:29:00
1027,364,2,NULL,2024-03-30,11.25,App,15:01:00
1028,365,2,1,2024-03-28,4.25,Card,11:23:00
1029,367,2,1,2024-03-12,3.25,Cash,11:06:00
1030,367,2,1,2024-03-10,13,Cash,08:32:00
1031,367,3,NULL,2024-03-02,10.25,App,12:13:00
1032,368,3,NULL,2024-02-07,18,Cash,07:11:00
1033,368,1,NULL,2024-01-26,11,App,12:28:00
1034,368,3,1,2024-01-22,18.75,App,09:51:00
1035,369,1,1,2024-02-11,13.75,Cash,10:30:00
1036,370,2,NULL,2024-02-27,8.75,App,08:02:00
1037,370,1,NULL,2024-03-19,5.25,Cash,10:54:00
1038,370,2,NULL,2024-03-23,13.5,Cash,14:02:00
1039,370,3,2,2024-02-18,12.5,Cash,10:15:00
1040,372,2,1,2024-03-29,13.25,App,09:13:00
1041,373,1,NULL,2024-03-21,11.25,App,15:43:00
1042,373,2,NULL,2024-03-19,11.5,Card,14:03:00
1043,374,3,1,2024-03-14,7,Cash,14:16:00
1044,376,1,NULL,2024-03-01,13.5,App,15:47:00
1045,376,1,NULL,2024-02-23,21,App,13:18:00
1046,376,1,1,2024-03-12,8,Cash,12:11:00
1047,378,1,NULL,2024-02-14,19.25,Cash,13:21:00
1048,378,3,NULL,2024-01-28,11.25,Cash,09:20:00
1049,378,2,NULL,2024-01-27,4.25,App,13:32:00
1050,378,2,2,2024-01-16,18.75,Card,13:12:00
1051,379,1,NULL,2024-03-19,4.25,Card,08:04:00
1052,379,1,NULL,2024-03-13,3,Cash,14:27:00
1053,379,3,1,2024-03-06,5.25,App,09:23:00
1054,379,2,2,2024-03-07,6.75,App,11:02:00
1055,380,3,1,2024-03-07,3,App,13:07:00
1056,380,1,1,2024-03-07,7,App,12:11:00
1057,381,1,NULL,2024-02-06,6.5,Card,17:55:00
1058,381,2,1,2024-02-07,7.75,App,12:36:00
1059,381,1,NULL,2024-03-11,4,Card,15:25:00
1060,381,1,1,2024-02-27,2.75,App,11:02:00
1061,381,1,NULL,2024-02-01,10.25,App,16:37:00
1062,381,3,2,2024-02-25,8.75,Card,07:26:00
1063,381,2,1,2024-02-20,14.25,Card,08:02:00
1064,382,3,1,2024-03-23,9.75,Card,13:39:00
1065,382,2,NULL,2024-03-18,15.5,Card,09:15:00
1066,382,1,1,2024-01-20,16.25,Cash,14:26:00
1067,382,2,1,2024-03-15,8.5,App,08:21:00
1068,382,3,2,2024-02-17,7.75,Cash,14:30:00
1069,383,3,NULL,2024-03-31,5.25,App,12:19:00
1070,383,1,NULL,2024-03-15,17.75,Card,12:15:00
1071,383,1,1,2024-02-19,10.5,Cash,12:50:00
1072,383,3,NULL,2024-02-22,8.25,Cash,14:57:00
1073,384,3,2,2024-03-31,3.25,Card,13:24:00
1074,385,3,NULL,2024-01-14,16.25,App,11:21:00
1075,385,1,NULL,2024-02-08,3,Card,07:41:00
1076,386,1,NULL,2024-03-12,12.5,Cash,19:18:00
1077,386,3,NULL,2024-03-19,11.75,App,07:07:00
1078,386,3,NULL,2024-03-30,6.25,Card,18:11:00
1079,386,2,2,2024-03-29,15.75,App,09:30:00
1080,387,2,2,2024-03-25,8.5,Card,08:04:00
1081,387,1,2,2024-03-31,11.75,Card,17:54:00
1082,387,3,2,2024-03-24,10.75,Cash,08:51:00
1083,387,2,2,2024-03-24,8.5,App,09:29:00
1084,388,1,1,2024-03-23,11.5,Card,14:16:00
1085,389,2,NULL,2024-03-17,5.25,Card,09:41:00
1086,389,1,NULL,2024-03-23,13.25,App,10:31:00
1087,390,2,NULL,2024-03-22,10.25,Cash,11:53:00
1088,390,2,NULL,2024-03-09,7.75,Cash,16:04:00
1089,390,2,NULL,2024-03-23,15,App,08:31:00
1090,390,3,NULL,2024-03-08,8.5,Card,19:52:00
1091,391,3,1,2024-03-02,13.75,App,15:22:00
1092,391,2,2,2024-03-12,10,Card,11:54:00
1093,391,1,2,2024-03-10,3,Card,14:38:00
1094,391,2,NULL,2024-01-25,18,App,08:03:00
1095,391,1,1,2024-02-09,11.75,Card,14:47:00
1096,391,3,1,2024-01-29,19.25,Cash,10:40:00
1097,391,2,1,2024-03-07,11.25,Card,14:39:00
1098,391,1,1,2024-03-18,10.5,Cash,07:52:00
1099,392,3,NULL,2024-03-05,10,App,13:02:00
1100,392,1,2,2024-03-10,8,Cash,12:00:00
1101,392,1,2,2024-03-06,2.75,Cash,16:21:00
1102,393,1,NULL,2024-03-22,14.5,Card,11:12:00
1103,393,2,2,2024-03-21,11,Cash,16:15:00
1104,393,2,NULL,2024-03-24,17,Card,14:58:00
1105,393,3,NULL,2024-03-21,15,Cash,17:54:00
1106,395,2,NULL,2024-03-18,4.25,Cash,12:10:00
1107,395,2,NULL,2024-03-01,16.75,Cash,12:36:00
1108,395,3,NULL,2024-03-08,4.5,Cash,15:55:00
1109,395,2,NULL,2024-03-18,6,Cash,15:29:00
1110,395,2,NULL,2024-03-21,13.75,App,09:13:00
1111,395,3,NULL,2024-03-25,5.5,Card,10:52:00
1112,395,1,NULL,2024-02-27,14.5,Cash,08:49:00
1113,395,3,2,2024-03-23,11.25,Card,12:30:00
1114,395,1,NULL,2024-03-02,19.25,Card,08:14:00
1115,397,1,1,2024-03-09,4,Cash,09:12:00
1116,397,3,2,2024-02-11,12,Card,13:44:00
1117,397,2,1,2024-03-05,4.25,App,08:14:00
1118,397,2,NULL,2024-02-26,10.25,Cash,07:14:00
1119,397,2,2,2024-02-19,13.75,App,16:33:00
1120,397,1,NULL,2024-03-31,22.75,Card,15:28:00
1121,397,3,NULL,2024-01-22,13.75,Cash,11:20:00
1122,397,2,2,2024-03-28,5.25,App,13:08:00
1123,397,1,2,2024-02-27,14.25,Cash,13:50:00
1124,398,2,NULL,2024-02-24,3.25,Cash,10:30:00
1125,398,1,NULL,2024-02-02,14.5,Card,12:26:00
1126,398,1,2,2024-03-02,10.25,App,13:16:00
1127,399,1,2,2024-03-05,7.5,App,08:55:00
1128,399,2,NULL,2024-03-06,21,App,17:40:00
1129,400,2,1,2024-03-26,8,App,10:31:00
1130,400,1,2,2024-02-21,4.75,Card,14:51:00
1131,401,1,2,2024-03-25,4.25,App,09:41:00
1132,401,3,1,2024-03-21,10.5,App,14:09:00
1133,402,3,1,2024-03-17,4,Cash,12:52:00
1134,402,1,NULL,2024-03-14,4.5,App,10:55:00
1135,403,1,1,2024-02-04,9,Cash,08:14:00
1136,404,2,2,2024-02-12,3.25,Card,11:51:00
1137,404,2,NULL,2024-01-30,6.5,App,17:20:00
1138,404,3,NULL,2024-02-22,7,Cash,10:55:00
1139,405,3,NULL,2024-03-25,2.75,App,13:13:00
1140,405,2,NULL,2024-03-14,11,App,14:33:00
1141,405,1,NULL,2024-03-03,7,App,07:26:00
1142,405,1,1,2024-03-22,5.25,Card,09:54:00
1143,405,2,NULL,2024-02-28,4.25,Card,13:47:00
1144,405,2,NULL,2024-03-10,2.75,Cash,17:14:00
1145,405,3,2,2024-03-24,18.75,Cash,14:22:00
1146,405,1,1,2024-03-10,18,Card,08:29:00
1147,405,1,2,2024-03-06,18.5,App,14:32:00
1148,406,3,2,2024-03-11,7.5,Cash,11:51:00
1149,406,3,2,2024-03-24,10,Card,07:19:00
1150,406,3,1,2024-03-18,10.75,Cash,08:19:00
1151,406,2,NULL,2024-03-14,15,Cash,15:57:00
1152,406,2,1,2024-03-24,3,Card,14:08:00
1153,406,3,1,2024-03-21,11.25,Card,14:02:00
1154,406,1,NULL,2024-03-21,21,App,15:51:00
1155,406,1,1,2024-03-16,4.75,App,08:50:00
1156,407,2,1,2024-03-10,8.25,Cash,07:31:00
1157,407,2,NULL,2024-03-21,12.25,Cash,15:53:00
1158,407,1,1,2024-02-16,17,App,11:12:00
1159,407,3,NULL,2024-01-05,14.5,App,09:49:00
1160,407,3,NULL,2024-03-30,14,App,10:13:00
1161,407,2,1,2024-01-13,8.75,App,09:38:00
1162,407,3,2,2024-01-11,3.25,Cash,08:14:00
1163,408,3,1,2024-03-05,3,Card,09:35:00
1164,410,3,NULL,2024-03-24,9.75,Cash,11:20:00
1165,411,1,NULL,2024-03-28,10.5,App,10:52:00
1166,411,1,1,2024-03-16,17.25,Cash,09:13:00
1167,411,1,1,2024-03-24,8,Card,15:33:00
1168,412,3,2,2024-03-11,18.5,Card,11:02:00
1169,413,2,NULL,2024-02-10,9,App,07:22:00
1170,414,1,NULL,2024-01-31,19.5,App,08:08:00
1171,414,1,1,2024-02-13,17.75,App,08:13:00
1172,414,1,1,2024-01-21,23.5,Card,11:18:00
1173,414,2,NULL,2024-03-26,11.5,Card,07:58:00
1174,415,1,NULL,2024-02-18,5.25,Cash,07:00:00
1175,415,2,1,2024-02-10,6.5,Card,11:05:00
1176,415,2,1,2024-03-31,7,Cash,14:29:00
1177,415,2,NULL,2024-02-17,10.25,Cash,14:09:00
1178,415,3,NULL,2024-03-21,14.25,Cash,14:14:00
1179,415,3,NULL,2024-03-17,12.75,Cash,12:16:00
1180,415,3,2,2024-03-06,17.25,App,10:32:00
1181,415,1,NULL,2024-03-01,16.75,Card,11:46:00
1182,417,2,NULL,2024-03-28,10.5,Cash,12:54:00
1183,417,1,1,2024-03-23,11.75,Card,11:59:00
1184,417,1,2,2024-03-21,12.25,App,10:55:00
1185,417,1,1,2024-03-20,17,Card,10:31:00
1186,417,1,1,2024-03-27,4.25,Card,08:29:00
1187,417,3,2,2024-03-19,6.5,Cash,15:03:00
1188,417,2,NULL,2024-03-25,4.75,Card,13:58:00
1189,417,1,NULL,2024-03-26,9,App,10:35:00
1190,417,3,2,2024-03-26,20.25,Cash,17:52:00
1191,418,2,1,2024-01-05,18.5,Cash,16:53:00
1192,419,3,1,2024-02-21,16.25,Card,14:03:00
1193,420,1,NULL,2024-01-20,20.5,Cash,10:13:00
1194,420,2,1,2024-01-28,11.25,App,15:53:00
1195,421,1,1,2024-03-27,3.25,Card,08:53:00
1196,421,3,1,2024-03-29,3,Cash,12:24:00
1197,421,3,2,2024-03-30,11,Card,12:47:00
1198,421,3,NULL,2024-03-31,15,App,10:11:00
1199,421,1,NULL,2024-03-27,8.75,Cash,10:09:00
1200,421,1,1,2024-03-25,3.25,Cash,08:47:00
1201,424,3,NULL,2024-03-29,4,App,07:44:00
1202,425,2,NULL,2024-03-18,14.75,App,10:45:00
1203,425,1,2,2024-03-22,15.75,App,14:23:00
1204,426,3,NULL,2024-03-25,8.25,Cash,07:47:00
1205,426,3,1,2024-03-23,13.25,Card,13:49:00
1206,427,1,2,2024-03-12,4.25,Cash,09:22:00
1207,427,2,1,2024-03-11,12.5,App,12:18:00
1208,427,2,2,2024-03-05,7,Cash,10:23:00
1209,427,2,NULL,2024-01-22,17,Card,11:46:00
1210,427,1,1,2024-02-25,3.25,App,07:57:00
1211,427,2,NULL,2024-02-01,21,App,08:55:00
1212,427,2,NULL,2024-01-25,13.25,App,16:07:00
1213,428,1,NULL,2024-01-18,11.25,App,13:41:00
1214,428,3,NULL,2024-03-07,8.25,Cash,14:39:00
1215,428,2,NULL,2024-03-13,19,App,09:59:00
1216,429,1,NULL,2024-03-31,9.75,App,11:42:00
1217,429,1,2,2024-03-28,14.75,App,12:14:00
1218,430,1,1,2024-03-31,16.75,App,15:18:00
1219,430,1,NULL,2024-03-13,11.25,Card,09:10:00
1220,431,2,1,2024-03-23,4.75,Cash,12:27:00
1221,431,2,1,2024-03-23,17.5,App,13:12:00
1222,432,2,NULL,2024-01-18,14.75,Cash,11:28:00
1223,432,3,2,2024-03-18,2.75,App,16:42:00
1224,432,2,2,2024-01-29,10,App,12:48:00
1225,432,3,1,2024-03-04,20,Card,15:12:00
1226,432,3,1,2024-02-19,15.5,App,10:02:00
1227,433,2,NULL,2024-02-17,11.75,Cash,08:49:00
1228,433,2,2,2024-02-27,3,App,07:07:00
1229,434,1,NULL,2024-01-25,19.75,Card,09:10:00
1230,434,1,2,2024-01-20,16.25,App,13:14:00
1231,435,2,NULL,2024-02-17,7.25,Cash,08:47:00
1232,435,2,NULL,2024-03-18,9.25,Cash,17:53:00
1233,436,1,NULL,2024-03-23,21.5,App,09:59:00
1234,436,3,NULL,2024-03-21,7.25,App,10:09:00
1235,436,1,2,2024-03-31,2.75,Cash,07:56:00
1236,437,3,NULL,2024-03-31,11.25,Cash,14:12:00
1237,437,2,NULL,2024-03-31,6.5,Cash,08:10:00
1238,438,3,NULL,2024-02-22,15.5,Card,13:16:00
1239,438,1,1,2024-03-01,5.25,App,15:05:00
1240,438,2,2,2024-03-29,12.75,Cash,16:59:00
1241,438,3,NULL,2024-02-22,11,App,08:36:00
1242,439,2,NULL,2024-03-26,2.75,App,13:19:00
1243,440,1,NULL,2024-02-25,14.75,Card,16:47:00
1244,440,3,NULL,2024-01-31,12.5,App,17:30:00
1245,441,2,1,2024-03-08,4.5,Card,09:30:00
1246,442,3,2,2024-03-30,15.25,Cash,11:12:00
1247,442,1,2,2024-03-30,7,App,11:36:00
1248,443,2,NULL,2024-03-31,19,App,20:56:00
1249,443,1,1,2024-03-23,11.25,App,16:17:00
1250,443,1,NULL,2024-03-14,5.25,Card,13:39:00
1251,443,3,NULL,2024-03-23,5.25,App,07:35:00
1252,444,1,NULL,2024-02-01,8.5,Cash,07:18:00
1253,444,3,1,2024-03-25,8,Card,16:17:00
1254,444,3,NULL,2024-03-13,4,Card,07:15:00
1255,444,1,1,2024-03-19,10.5,Cash,11:50:00
1256,445,2,NULL,2024-03-26,16.75,App,16:45:00
1257,445,1,2,2024-02-12,18,Cash,17:50:00
1258,445,1,NULL,2024-03-23,2.75,Cash,16:01:00
1259,445,1,2,2024-02-15,17,Card,15:13:00
1260,445,2,2,2024-02-28,11.5,App,16:35:00
1261,445,2,2,2024-03-10,20,Card,11:27:00
1262,445,1,2,2024-03-09,4,App,11:15:00
1263,445,3,NULL,2024-02-05,14,Cash,10:37:00
1264,445,2,2,2024-02-04,17.75,App,07:00:00
1265,445,3,2,2024-02-29,14,Cash,12:16:00
1266,446,1,1,2024-03-21,5.25,Cash,08:36:00
1267,446,3,1,2024-03-29,14.5,Cash,08:16:00
1268,447,3,NULL,2024-03-29,4,App,08:08:00
1269,448,1,2,2024-03-09,6.5,Cash,15:23:00
1270,448,2,1,2024-02-26,18.5,Card,11:07:00
1271,448,1,1,2024-03-25,6.5,Cash,17:32:00
1272,449,2,NULL,2024-03-28,9,Card,11:34:00
1273,450,3,NULL,2024-02-27,17.5,Card,14:22:00
1274,450,1,1,2024-03-27,12.75,Card,12:13:00
1275,451,1,2,2024-03-06,7,Card,09:37:00
1276,451,1,1,2024-02-09,11,Card,07:33:00
1277,452,2,1,2024-02-23,12.5,App,14:16:00
1278,452,3,NULL,2024-03-07,11.25,Card,15:56:00
1279,452,1,NULL,2024-03-21,18.75,Card,20:30:00
1280,452,2,2,2024-03-27,4.25,Card,11:04:00
1281,452,3,NULL,2024-03-11,11.75,Card,11:35:00
1282,453,3,NULL,2024-03-31,4.75,Cash,17:05:00
1283,453,3,2,2024-03-31,14,App,11:33:00
1284,453,1,NULL,2024-03-31,14.5,Cash,16:18:00
1285,453,3,2,2024-03-31,17,Card,15:51:00
1286,453,1,2,2024-03-31,9.75,Cash,13:09:00
1287,453,3,NULL,2024-03-31,17.75,Card,17:19:00
1288,453,2,NULL,2024-03-31,3.25,Cash,11:12:00
1289,453,3,2,2024-03-31,10.75,Card,09:46:00
1290,453,1,2,2024-03-31,18,Card,07:13:00
1291,455,1,2,2024-02-23,17.25,Card,11:37:00
1292,455,3,NULL,2024-03-01,12.25,Cash,11:56:00
1293,455,3,NULL,2024-02-17,16.25,Card,11:29:00
1294,455,2,NULL,2024-03-20,11.75,Cash,10:12:00
1295,457,3,2,2024-03-29,17.75,Cash,09:04:00
1296,457,3,NULL,2024-03-30,10.5,Cash,14:57:00
1297,457,1,2,2024-03-21,8.75,App,07:08:00
1298,458,3,NULL,2024-03-29,20.5,App,11:21:00
1299,458,1,1,2024-03-29,8.5,Cash,16:02:00
1300,459,1,1,2024-03-15,5.25,Cash,10:26:00
1301,460,1,NULL,2024-02-22,4.75,App,11:24:00
1302,460,3,NULL,2024-02-19,6.5,App,10:08:00
1303,461,1,2,2024-03-06,21.75,Cash,07:02:00
1304,461,3,NULL,2024-02-23,18.25,App,12:11:00
1305,461,1,NULL,2024-03-30,14.25,Cash,09:19:00
1306,461,1,1,2024-03-04,18,App,12:43:00
1307,462,2,1,2024-03-25,10,Card,14:21:00
1308,462,1,2,2024-03-25,9.25,Card,09:47:00
1309,462,1,NULL,2024-03-30,18,Cash,14:34:00
1310,463,3,NULL,2024-03-20,22.75,Card,12:02:00
1311,463,3,NULL,2024-01-30,16.75,Card,07:29:00
1312,463,3,2,2024-02-01,9.25,Cash,11:38:00
1313,463,3,2,2024-02-07,21,Cash,07:11:00
1314,463,1,NULL,2024-02-07,12.5,Card,09:13:00
1315,463,3,NULL,2024-02-03,9.25,Cash,07:28:00
1316,463,1,2,2024-03-14,13,Cash,11:13:00
1317,463,2,NULL,2024-03-08,4,App,11:08:00
1318,463,3,2,2024-02-05,7,Card,07:47:00
1319,463,2,1,2024-03-24,16.25,Cash,14:59:00
1320,465,2,NULL,2024-03-01,15,App,18:13:00
1321,465,3,NULL,2024-02-25,16,Card,16:01:00
1322,466,2,1,2024-01-10,14.5,Card,10:52:00
1323,466,1,NULL,2024-02-27,10.25,Cash,10:36:00
1324,467,1,1,2024-03-01,20.5,Cash,11:07:00
1325,467,1,NULL,2024-02-05,17.75,App,15:44:00
1326,467,1,NULL,2024-03-02,4,Card,11:42:00
1327,467,2,2,2024-02-14,8.5,App,09:14:00
1328,467,1,2,2024-02-09,3,App,12:29:00
1329,468,3,2,2024-02-17,8.75,App,19:39:00
1330,468,2,NULL,2024-03-10,15.75,App,12:39:00
1331,469,2,1,2024-03-29,20,Cash,08:21:00
1332,469,2,NULL,2024-03-26,15.5,Cash,09:32:00
1333,470,1,NULL,2024-03-29,21,App,17:35:00
1334,471,1,NULL,2024-03-03,7,App,07:48:00
1335,471,1,NULL,2024-02-16,4.25,Cash,11:50:00
1336,471,3,NULL,2024-03-10,6.5,Cash,12:48:00
1337,472,2,NULL,2024-03-31,12.75,Card,17:23:00
1338,473,3,2,2024-03-27,14.5,Cash,08:37:00
1339,473,3,NULL,2024-03-30,3.25,App,12:46:00
1340,473,2,NULL,2024-03-25,11.5,Card,07:59:00
1341,473,1,NULL,2024-03-27,3.25,Cash,10:06:00
1342,473,1,2,2024-03-31,10.25,App,12:55:00
1343,473,1,NULL,2024-03-29,17.75,Cash,13:29:00
1344,474,3,NULL,2024-03-27,17,Card,13:30:00
1345,474,3,1,2024-03-18,18.75,App,13:04:00
1346,474,3,2,2024-03-07,2.75,App,14:21:00
1347,475,1,1,2024-03-24,9.75,Card,11:02:00
1348,475,2,NULL,2024-03-28,4.75,Cash,10:36:00
1349,476,2,NULL,2024-01-29,12.25,App,13:07:00
1350,476,2,1,2024-02-19,12,App,14:34:00
1351,477,3,NULL,2024-02-19,8.25,Card,09:47:00
1352,477,3,NULL,2024-03-08,17,Card,13:47:00
1353,478,3,NULL,2024-03-31,8.25,Cash,09:11:00
1354,478,1,NULL,2024-03-12,10.75,App,13:45:00
1355,479,1,2,2024-02-16,20.25,Card,09:50:00
1356,479,1,2,2024-03-20,16.5,Card,16:02:00
1357,479,3,NULL,2024-03-24,8.25,Cash,14:27:00
1358,479,1,2,2024-03-18,18.75,Cash,20:41:00
1359,479,2,NULL,2024-03-15,12.5,Card,09:28:00
1360,479,3,NULL,2024-02-23,15.25,App,08:35:00
1361,480,3,1,2024-01-30,2.75,Cash,11:43:00
1362,480,3,1,2024-02-23,4,Card,08:00:00
1363,481,3,1,2024-02-05,10.75,App,10:17:00
1364,481,3,2,2024-03-17,22.25,App,07:40:00
1365,481,2,NULL,2024-02-04,8.75,Card,10:28:00
1366,481,1,2,2024-03-12,2.75,Card,16:29:00
1367,482,1,NULL,2024-03-01,11.75,App,15:35:00
1368,482,3,2,2024-03-10,19.75,Card,12:24:00
1369,483,1,NULL,2024-01-23,17,Cash,11:35:00
1370,484,2,1,2024-03-11,2.75,App,09:52:00
1371,485,2,NULL,2024-03-30,4.25,Card,08:30:00
1372,486,3,NULL,2024-02-16,8.25,App,10:23:00
1373,486,2,NULL,2024-03-18,9.25,Cash,10:48:00
1374,487,1,1,2024-03-28,8.25,Cash,14:03:00
1375,487,2,NULL,2024-03-31,9.25,Cash,14:21:00
1376,488,3,1,2024-03-19,6.5,Cash,14:58:00
1377,489,3,2,2024-03-30,7.75,App,11:27:00
1378,490,1,2,2024-03-18,12,App,13:22:00
1379,490,3,1,2024-03-30,7,App,12:01:00
1380,491,2,NULL,2024-02-15,7,Cash,14:54:00
1381,491,3,2,2024-03-28,11.25,Card,12:06:00
1382,491,2,2,2024-02-25,2.75,App,15:10:00
1383,492,1,2,2024-03-05,11.5,Cash,09:39:00
1384,492,2,2,2024-03-22,9.5,Card,12:05:00
1385,492,3,2,2024-03-27,18.5,App,17:05:00
1386,493,2,NULL,2024-03-30,3.25,Card,15:41:00
1387,493,2,2,2024-03-30,4.25,App,12:41:00
1388,493,1,NULL,2024-03-31,7,Cash,12:44:00
1389,493,1,NULL,2024-03-28,14,Cash,11:20:00
1390,494,1,1,2024-03-03,4.25,Cash,16:20:00
1391,494,1,NULL,2024-03-05,11.25,Cash,11:39:00
1392,495,2,1,2024-02-12,6.5,Card,14:26:00
1393,495,3,2,2024-03-21,19.5,Card,12:12:00
1394,495,2,2,2024-02-24,12,Card,12:25:00
1395,495,3,1,2024-03-21,17.75,Card,08:34:00
1396,495,1,1,2024-02-29,14.75,Cash,10:53:00
1397,495,1,NULL,2024-03-21,11.75,App,08:25:00
1398,496,1,2,2024-03-12,7.5,Cash,08:25:00
1399,497,2,1,2024-03-24,18.75,Card,09:56:00
1400,498,2,NULL,2024-03-24,14.25,App,10:47:00
1401,498,3,2,2024-03-29,6.5,Cash,12:31:00
1402,498,3,2,2024-03-30,4,Cash,13:52:00
1403,498,2,NULL,2024-03-28,19,App,10:05:00
1404,498,2,NULL,2024-03-29,19,Card,10:54:00
1405,498,2,1,2024-03-23,11.75,App,10:45:00
1406,498,2,NULL,2024-03-31,18,Cash,11:24:00
1407,499,2,1,2024-03-13,14,Cash,15:39:00
1408,500,1,1,2024-03-04,12.25,Cash,13:52:00
1409,502,1,NULL,2024-03-14,10.75,Card,15:17:00
1410,502,2,2,2024-03-18,11.75,Cash,15:07:00
1411,502,1,1,2024-03-19,12,Card,11:52:00
1412,502,3,NULL,2024-03-31,18.25,App,12:22:00
1413,503,3,NULL,2024-03-23,18.5,Cash,07:08:00
1414,504,3,NULL,2024-03-16,16.5,Card,07:48:00
1415,504,2,NULL,2024-03-09,14.75,App,11:00:00
1416,504,1,1,2024-03-05,11.5,App,16:27:00
1417,504,2,NULL,2024-01-28,15.25,App,12:40:00
1418,504,2,NULL,2024-03-28,5.75,Card,12:11:00
1419,504,1,1,2024-02-17,15.5,App,14:34:00
1420,504,2,NULL,2024-03-19,8.25,Cash,10:04:00
1421,504,1,2,2024-03-10,11.25,Cash,12:20:00
1422,505,1,NULL,2024-03-28,19.5,App,08:44:00
1423,505,2,1,2024-03-30,16,Cash,16:12:00
1424,505,3,NULL,2024-03-25,11.25,App,08:13:00
1425,506,2,2,2024-03-31,10.25,App,08:29:00
1426,506,2,NULL,2024-03-16,3.25,App,08:25:00
1427,506,1,1,2024-03-18,7.5,Card,10:05:00
1428,506,2,NULL,2024-03-26,14.25,Cash,09:03:00
1429,507,3,2,2024-03-25,9.75,App,07:37:00
1430,507,2,2,2024-03-31,7.5,Cash,16:32:00
1431,507,1,1,2024-03-20,16.75,App,08:37:00
1432,508,1,NULL,2024-03-25,9,App,17:27:00
1433,508,3,2,2024-03-31,2.75,Card,14:27:00
1434,508,1,2,2024-03-30,2.75,Card,08:42:00
1435,508,3,2,2024-03-16,10.75,App,07:59:00
1436,510,2,1,2024-03-11,3,Card,13:23:00
1437,510,3,2,2024-03-12,11.25,Cash,12:15:00
1438,511,2,NULL,2024-02-11,16,App,12:59:00
1439,511,1,NULL,2024-01-31,21.25,App,11:32:00
1440,511,2,NULL,2024-03-05,6.5,App,13:25:00
1441,511,3,1,2024-03-11,16,Card,12:42:00
1442,511,3,2,2024-03-26,4.5,Cash,13:24:00
1443,511,2,NULL,2024-02-08,6,App,16:14:00
1444,511,2,NULL,2024-03-28,16.5,Card,09:29:00
1445,511,3,2,2024-03-27,16,Card,12:32:00
1446,511,2,2,2024-03-31,13.5,Cash,17:56:00
1447,511,1,1,2024-01-28,5.25,Card,12:29:00
1448,512,3,1,2024-03-18,8.75,Cash,15:24:00
1449,512,3,1,2024-03-21,8.5,Cash,13:51:00
1450,512,2,1,2024-03-24,8.25,Cash,10:39:00
1451,512,2,NULL,2024-03-24,16.75,Card,15:18:00
